#test,netsynth-time,netsynth-mem,verifypn.269-time,verifypn.269-mem
Rediris_3,81,43836,13,6124
Rediris_4,150,46532,16,6428
Renater2001_1,174,24828,14,5900
Renater2001_2,202,29104,11,6096
Renater2001_3,87,38020,14,6428
Renater2001_4,192,54372,19,6436
Renater2004_1,84,25616,11,6096
Renater2004_2,163,28800,11,6160
Renater2004_3,174,31944,43,6116
Renater2004_4,221,56412,58,6624
Renater2006_1,153,26096,13,6096
Renater2006_2,124,29592,11,6096
Renater2006_3,109,36708,24,6360
Renater2006_4,149,56204,56,6624
Renater2008_1,58,25412,8,6164
Renater2008_2,73,30332,11,6100
Renater2008_3,97,55392,19,6376
Renater2008_4,132,55744,23,6412
Renater2010_1,82,29320,11,6096
Renater2010_2,112,52304,11,6052
Renater2010_3,132,55668,21,6428
Renater2010_4,168,56768,22,6488
Restena_1,69,24556,10,5900
Restena_2,89,28060,9,6096
Restena_3,100,42276,13,6428
Restena_4,108,55852,69,6436
Rhnet_1,86,24848,37,6096
Rhnet_2,132,27468,13,6164
Rhnet_3,139,49380,21,6360
Rhnet_4,229,56220,74,6548
Rnp_1,134,38120,47,6164
Rnp_2,95,31180,36,6164
Rnp_3,188,52536,28,6420
Rnp_4,646,66748,100,6828
Roedunet_1,110,23892,74,6096
Roedunet_2,71,26592,46,6164
Roedunet_3,62,29072,53,6040
Roedunet_4,216,55452,17,6428
RoedunetFibre_1,205,34028,24,6096
RoedunetFibre_2,147,33576,12,6036
RoedunetFibre_3,257,56096,21,6348
RoedunetFibre_4,240,59552,61,6488
Sanet_1,189,33572,13,6096
Sanet_2,333,46132,14,6428
Sanet_3,374,56280,17,6388
Sanet_4,634,68936,66,6904
Savvis_1,314,26716,9,5976
Savvis_2,402,32876,14,6108
Savvis_3,379,55492,21,6460
Savvis_4,527,56152,25,6568
Shentel_1,414,26156,10,6096
Shentel_2,277,36428,11,6104
Shentel_3,488,55992,26,6408
Shentel_4,550,59640,50,6552
Sinet_1,353,25180,10,6160
Sinet_2,444,36956,9,6164
Sinet_3,347,45376,46,6360
Sinet_4,384,56148,18,6544
Spiralight_1,451,26472,31,6164
Spiralight_2,507,32284,9,6164
Spiralight_3,438,44196,13,6428
Spiralight_4,688,55904,19,6412
Sprint_1,422,25208,9,6096
Sprint_2,425,26712,12,6096
Sprint_3,788,25936,10,6096
Sprint_4,473,47976,20,6336
Sunet_1,340,27132,12,6164
Sunet_2,532,33772,12,6048
Sunet_3,586,55644,19,6408
Sunet_4,940,68932,132,7076
Surfnet_1,486,29896,13,6164
Surfnet_2,656,32772,16,6428
Surfnet_3,755,51484,21,6440
Surfnet_4,1165,59812,119,6924
Switch_1,713,36348,11,6164
Switch_2,664,55296,14,6360
Switch_3,842,56672,35,6504
Switch_4,641,61768,71,6804
SwitchL3_1,544,25964,10,6092
SwitchL3_2,871,31120,13,6096
SwitchL3_3,908,51172,24,6332
SwitchL3_4,947,56776,36,6572
Syringa_1,235,42328,13,6428
Syringa_2,331,56120,16,6508
Syringa_3,609,69064,28,6592
Syringa_4,1986,71244,113,7800
TataNld_1,227,48224,11,6356
TataNld_2,653,56708,33,6484
TataNld_3,746,68944,245,7544
TataNld_4,3600000,120000000,3600000,120000000
Tinet_1,179,26308,7,6096
Tinet_2,450,40380,13,6048
Tinet_3,406,48796,14,6392
Tinet_4,516,56328,26,6616
TLex_1,323,23860,10,5900
TLex_2,232,25544,8,6096
TLex_3,300,29668,11,6164
TLex_4,301,32204,12,6360
Tw_1,500,27416,8,5980
Tw_2,406,35956,10,6164
Tw_3,385,42160,14,6308
Tw_4,540,56288,157,6556
Twaren_1,370,23804,21,6096
Twaren_2,300,24132,15,6164
Twaren_3,393,32292,13,6164
Twaren_4,452,40660,16,6360
Ulaknet_1,309,23752,14,6096
Ulaknet_2,308,24828,12,6096
Ulaknet_3,340,28152,18,6096
Ulaknet_4,324,43796,30,6428
UniC_1,359,27804,18,6096
UniC_2,285,36412,26,6044
UniC_3,209,55780,21,6412
UniC_4,1389,59588,72,6732
Uninet_1,249,25632,12,6096
Uninet_2,224,25112,13,6164
Uninet_3,1232,34164,16,6036
Uninet_4,1145,49272,26,6488
Uninett2010_1,1221,24612,11,6164
Uninett2010_3,1197,45320,13,6428
Uninett2010_4,1311,59804,47,6472
Uninett2011_2,3600000,120000000,32,6360
Uninett2011_4,1424,61176,31,6592
UsCarrier_3,1714,68972,65,7080
UsSignal_2,199,51524,28,6432
Uunet_2,169,28364,13,6164
Vinaren_2,274,27204,12,6048
VtlWavenet2011_4,519,52552,13,6428
WideJpn_1,966,24532,19,6096
Xeex_2,1094,31740,12,6096
Xeex_4,923,56348,33,6720
Xspedius_3,1059,43104,12,6360
York_2,966,36764,10,6040
York_4,1144,59680,33,6676
