#test,netsynth-time,netsynth-mem,verifypn.269-time,verifypn.269-mem
Nextgen_4,5820,76160,310,8244
Niif_1,3600000,120000000,16,6448
Niif_2,685,57828,15,6384
Niif_3,1028,61380,52,6880
Niif_4,3451,71380,420,8380
Noel_1,145,51740,26,6428
Noel_2,223,56436,19,6256
Noel_4,5040,74216,106,8132
Nordu1989_1,78,25032,24,6096
Nordu1989_2,175,29376,10,6160
Nordu1989_3,229,55544,19,6424
Nordu1989_4,144,55752,18,6368
Nordu1997_1,271,32180,10,6096
Nordu1997_2,327,55516,10,6360
Nordu1997_3,469,56984,42,6400
Nordu1997_4,853,68880,128,7048
Nordu2005_1,323,29344,12,6036
Nordu2005_2,314,31636,10,6164
Nordu2005_3,531,56472,27,6696
Nordu2005_4,588,61672,66,6688
Nordu2010_1,320,55348,12,6428
Nordu2010_2,362,55628,18,6444
Nordu2010_3,510,59660,32,6592
Nordu2010_4,3600000,120000000,3600000,120000000
Nsfcnet_1,309,26208,9,6160
Nsfcnet_2,156,32528,9,6164
Nsfcnet_3,149,33788,11,6048
Nsfcnet_4,246,56024,20,6568
Nsfnet_1,120,24520,10,6096
Nsfnet_2,65,27012,10,6096
Nsfnet_3,112,48032,15,6428
Nsfnet_4,190,55828,23,6480
Ntelos_1,407,55340,13,6428
Ntelos_2,485,55492,14,6428
Ntelos_3,500,61012,62,6684
Ntelos_4,1824,71208,338,8088
Ntt_1,661,55436,13,6048
Ntt_2,537,59504,32,6668
Ntt_3,1302,68932,89,6932
Ntt_4,3272,71872,344,8332
Oteglobe_1,629,55408,28,6428
Oteglobe_2,701,55784,18,6304
Oteglobe_3,855,62088,69,7128
Oteglobe_4,1593,71356,214,7684
Oxford_1,643,35616,16,6116
Oxford_2,729,63584,24,6476
Oxford_3,977,66972,28,6312
Oxford_4,1898,71108,213,7952
Pacificwave_1,578,42152,17,6360
Pacificwave_2,680,56316,20,6500
Pacificwave_3,666,56708,24,6432
Pacificwave_4,4450,74232,208,8188
Packetexchange_1,554,55228,15,6428
Packetexchange_2,588,56100,20,6560
Packetexchange_3,1425,69076,52,7200
Packetexchange_4,2348,71976,260,8348
Padi_1,100,44964,12,6428
Padi_2,339,57140,40,6468
Padi_3,517,68928,95,7108
Padi_4,3600000,120000000,3600000,120000000
Palmetto_1,206,55568,241,6360
Palmetto_2,339,56724,201,6564
Palmetto_3,288,59568,223,6596
Palmetto_4,2713,71924,549,8460
Peer1_1,419,56840,313,6564
Peer1_2,1017,71108,331,7300
Peer1_3,4250,77980,386,8304
Peer1_4,13231,99044,991,10556
Pern_1,299,55520,226,6428
Pern_2,794,66672,325,6476
Pern_3,791,69016,306,7112
Pern_4,2957,75900,503,8464
PionierL1_1,520,57656,170,6344
PionierL1_2,575,56464,176,6508
PionierL1_3,1325,68956,219,6968
PionierL1_4,5012,78328,663,8980
PionierL3_1,403,51864,181,6360
PionierL3_2,551,56440,182,6536
PionierL3_3,1342,69004,206,6772
PionierL3_4,3600000,120000000,3600000,120000000
Psinet_1,334,30336,464,6096
Psinet_2,349,28852,10,6164
Psinet_3,414,53808,14,6416
Psinet_4,530,57224,33,6372
Quest_1,425,41360,12,6428
Quest_2,499,55704,17,6472
Quest_3,335,59544,78,6648
Quest_4,1199,69248,299,7688
RedBestel_1,195,55612,86,6360
RedBestel_2,171,56056,20,6428
RedBestel_3,364,62764,125,6880
RedBestel_4,1755,73168,178,7760
Rediris_1,233,39412,70,6428
Rediris_2,488,56200,63,6476
Rediris_3,730,66908,89,6752
Rediris_4,3023,75340,265,7988
Renam_1,120,29476,13,6164
Renam_2,161,41380,132,6360
Renam_3,371,56216,197,6548
Renam_4,648,61384,439,7336
Renater1999_1,525,56504,280,6628
Renater1999_2,1303,68976,190,7072
Renater1999_3,3586,74068,247,8496
Renater1999_4,16125,101156,1028,11152
Renater2001_1,117,51416,41,6120
Renater2001_2,133,55780,27,6416
Renater2001_3,358,60260,35,6520
Renater2001_4,1975,71152,114,7648
Renater2004_1,3600000,120000000,20,6252
Renater2004_2,3600000,120000000,74,7540
Renater2004_3,3375,75488,323,8708
Renater2004_4,18490,105348,1255,12124
Renater2006_1,658,34848,15,6096
Renater2006_2,577,39736,17,6360
Renater2006_3,633,56944,42,6552
Renater2006_4,871,61472,83,6732
Renater2008_1,732,55432,16,6164
Renater2008_2,770,56168,28,6692
Renater2008_3,959,69072,77,6752
Renater2008_4,7520,78096,239,8504
Renater2010_1,615,45024,16,6052
Renater2010_2,739,55872,20,6408
Renater2010_3,840,68856,35,6520
Renater2010_4,3109,75272,169,8048
Restena_1,83,40072,11,6428
Restena_2,283,55852,17,6416
Restena_3,412,60848,30,6760
Restena_4,3318,74960,220,8460
Reuna_1,424,45944,27,6360
Reuna_2,675,56820,116,6728
Reuna_3,969,69040,459,8596
Reuna_4,2184,72012,506,8372
Rhnet_1,222,45284,62,6428
Rhnet_2,861,56052,59,6428
Rhnet_3,609,61976,95,6440
Rhnet_4,1712,71344,151,7576
Rnp_1,785,55608,60,6328
Rnp_2,875,64260,143,6608
Rnp_3,1123,68860,132,6932
Rnp_4,7633,82468,680,9796
Roedunet_1,739,38692,286,6120
Roedunet_2,756,55684,294,6384
Roedunet_3,1088,66900,334,6652
Roedunet_4,2238,71064,525,7700
RoedunetFibre_1,869,63700,203,6652
RoedunetFibre_2,1182,69140,391,7268
RoedunetFibre_3,3600000,120000000,3600000,120000000
RoedunetFibre_4,24526,105204,1976,13804
Sago_1,3600000,120000000,253,6096
Sago_2,793,30344,10,6096
Sago_3,743,55496,14,6360
Sago_4,812,56620,28,6504
Sanet_1,786,38292,11,6036
Sanet_2,752,55668,14,6348
Sanet_3,790,61684,38,6552
Sanet_4,2220,71024,137,7584
Sanren_1,115,55704,15,6360
Sanren_2,229,56488,22,6624
Sanren_3,505,71024,71,6800
Sanren_4,5633,78116,293,8000
Savvis_1,258,26288,9,6096
Savvis_2,427,55156,8,6044
Savvis_3,3600000,120000000,15247,173328
Savvis_4,603,56924,27,6544
Shentel_1,176,27308,11,6164
Shentel_2,312,33892,13,6360
Shentel_3,694,55888,34,6592
Shentel_4,756,61108,58,6640
Sinet_1,590,36904,13,6428
Sinet_2,584,56460,22,6516
Sinet_3,1432,68976,97,6996
Sinet_4,2213,75168,215,8460
Singaren_1,525,55376,11,6428
Singaren_2,357,56336,15,6536
Singaren_3,3600000,120000000,766342,5823600
Singaren_4,1691,71200,258,8288
Spiralight_1,237,37780,72,6104
Spiralight_2,222,55736,48,6416
Spiralight_3,494,61604,60,6484
Spiralight_4,1307,71120,867,9744
Sprint_1,197,55704,74,6428
Sprint_2,398,56972,144,6592
Sprint_3,1046,68904,165,7068
Sprint_4,4316,76324,1039,10040
Sunet_1,191,55520,96,6360
Sunet_2,541,66776,132,6636
Sunet_3,797,68904,217,7208
Sunet_4,5716,76332,611,8632
Surfnet_1,159,47116,85,6036
Surfnet_2,266,43064,925,6352
Surfnet_3,3600000,120000000,3600000,120000000
Surfnet_4,788,71028,1030,7004
Switch_1,164,34428,1103,6356
Switch_2,3600000,120000000,3371,41880
Switch_3,640,68976,1251,7116
Switch_4,1793,73348,1168,8832
SwitchL3_1,253,45568,1139,6032
SwitchL3_2,565,55820,1149,6448
SwitchL3_3,324,56944,1254,6368
SwitchL3_4,993,71300,1167,7808
Syringa_1,3600000,120000000,979,6380
Syringa_2,317,55812,945,6540
Syringa_3,992,69172,969,6840
Syringa_4,7049,78224,1023,8028
TataNld_1,290,34264,11,6048
TataNld_2,332,56736,25,6632
TataNld_3,1156,68952,70,7020
TataNld_4,998,73084,96,7576
Telcove_1,259,43176,13,6428
Telcove_2,391,55916,27,6432
Telcove_3,498,62480,59,6708
Telcove_4,1406,71152,243,7464
Telecomserbia_1,43,24504,10,6096
Telecomserbia_2,119,28344,12,6096
Telecomserbia_3,68,38612,18,6360
Telecomserbia_4,130,56196,25,6520
Tinet_1,78,52144,42,6360
Tinet_2,169,56368,31,6408
Tinet_3,367,62116,98,6932
Tinet_4,996,72972,671,8964
TLex_1,283,32140,953,6052
TLex_2,315,56024,958,6520
TLex_3,827,69060,963,6796
TLex_4,1575,71392,1311,8448
Tw_1,3600000,120000000,16,6680
Tw_2,3600000,120000000,716,14720
Tw_3,2396,74024,238,8784
Tw_4,14171,97068,702,10088
Twaren_1,97,55448,13,6360
Twaren_2,3600000,120000000,96,7356
Twaren_3,1386,71080,206,7420
Twaren_4,1195,71328,547,8636
Ulaknet_1,134,55320,15,6360
Ulaknet_2,279,55996,18,6512
Ulaknet_3,453,61704,68,6552
Ulaknet_4,791,68952,102,7000
UniC_1,76,35272,13,6036
UniC_2,271,55608,17,6464
UniC_3,384,59652,44,6636
UniC_4,591,68992,655,6864
Uninet_1,56,25916,598,6164
Uninet_2,218,44892,616,6120
Uninet_3,252,55848,697,6392
Uninet_4,367,61836,787,7284
Uninett2010_1,393,56924,678,6496
Uninett2010_2,1209,68916,807,7036
Uninett2010_3,3415,74096,933,8476
Uninett2010_4,26242,115492,2600,13848
Uninett2011_1,243,55300,742,6360
Uninett2011_2,110,55728,747,6376
Uninett2011_3,285,61928,763,6760
Uninett2011_4,3600000,120000000,3600000,120000000
Uran_3,164,55620,20,6508
Uran_4,225,56488,23,6660
UsCarrier_1,70,34820,11,6116
UsCarrier_2,156,55900,13,6520
UsCarrier_3,361,56532,37,6576
UsCarrier_4,944,71088,95,7508
UsSignal_1,183,42576,20,6376
UsSignal_2,3600000,120000000,2304,35776
UsSignal_3,775,68944,50,6964
UsSignal_4,5909,73940,131,8120
Uunet_1,164,55620,18,6380
Uunet_2,268,56544,45,6736
Uunet_3,3600000,120000000,3600000,120000000
Uunet_4,1107,71188,119,8180
Vinaren_1,154,48108,12,6360
Vinaren_2,255,56908,23,6620
Vinaren_3,403,61636,107,7180
Vinaren_4,925,70928,89,7444
VisionNet_1,153,55624,14,6400
VisionNet_2,279,59500,29,6440
VisionNet_3,2305,68840,54,6724
VisionNet_4,3898,74240,557,8828
VtlWavenet2008_1,115,42524,13,6428
VtlWavenet2008_2,329,56620,28,6652
VtlWavenet2008_3,580,66820,27,6348
VtlWavenet2008_4,4558,78148,495,8728
VtlWavenet2011_1,105,43964,11,6164
VtlWavenet2011_2,271,55636,12,6368
VtlWavenet2011_3,483,68920,52,6596
VtlWavenet2011_4,897,71052,144,7612
WideJpn_1,156,35496,25,6360
WideJpn_2,268,55920,18,6520
WideJpn_3,331,61328,40,6524
WideJpn_4,2185,71256,1177,8964
Xeex_1,291,42652,611,6052
Xeex_2,320,56152,596,6484
Xeex_3,620,69004,683,6788
Xeex_4,1391,73216,690,7604
Xspedius_1,3600000,120000000,636,6924
Xspedius_2,3600000,120000000,10786,138016
Xspedius_3,3967,78064,837,8852
Xspedius_4,23859,111560,5598,26420
York_1,65,31400,676,6096
York_2,131,54344,689,6360
York_3,269,56584,681,6548
York_4,400,63044,734,7020
Zamren_1,53,29284,623,6164
Zamren_2,65,38264,666,6112
Zamren_3,139,55904,640,6544
Zamren_4,180,57076,646,6592
